DATAFLOW,REF_AREA,COMMODITY,TRANSACTION,UNIT,TIME_PERIOD,OBS_VALUE,ESTIMATE,FOOTNOTES,UNIT_MULT,Commodity name,Transaction name,
UNSD:DF_UNData_EnergyBalance(1.0),894,B03_OP,B20_086,HSO,2011,23401.4,N,,0, Oil Products, Transformation in oil refineries,
UNSD:DF_UNData_EnergyBalance(1.0),894,B03_OP,B20_086,HSO,2012,26544.3,N,,0, Oil Products, Transformation in oil refineries,
UNSD:DF_UNData_EnergyBalance(1.0),894,B03_OP,B20_086,HSO,2013,25377.8,N,,0, Oil Products, Transformation in oil refineries,
UNSD:DF_UNData_EnergyBalance(1.0),894,B03_OP,B20_086,HSO,2014,28397.3,N,,0, Oil Products, Transformation in oil refineries,
UNSD:DF_UNData_EnergyBalance(1.0),894,B03_OP,B20_086,HSO,2015,25979.7,N,,0, Oil Products, Transformation in oil refineries,
UNSD:DF_UNData_EnergyBalance(1.0),894,B03_OP,B20_086,HSO,2016,19932.0913,N,,0, Oil Products, Transformation in oil refineries,
UNSD:DF_UNData_EnergyBalance(1.0),894,B03_OP,B20_086,HSO,2017,24252.1536,N,,0, Oil Products, Transformation in oil refineries,
UNSD:DF_UNData_EnergyBalance(1.0),894,B03_OP,B20_086,HSO,2018,25573.6781,N,,0, Oil Products, Transformation in oil refineries,
UNSD:DF_UNData_EnergyBalance(1.0),894,B03_OP,B20_086,HSO,2019,28132.1015,N,,0, Oil Products, Transformation in oil refineries,
UNSD:DF_UNData_EnergyBalance(1.0),894,B03_OP,B20_086,HSO,2020,14738.999,N,,0, Oil Products, Transformation in oil refineries,
UNSD:DF_UNData_EnergyBalance(1.0),894,B03_OP,B22_09,HSO,1995,-1087.9,N,,0, Oil Products, Energy industries own use,
UNSD:DF_UNData_EnergyBalance(1.0),894,B03_OP,B22_09,HSO,1996,-885.9,N,,0, Oil Products, Energy industries own use,
UNSD:DF_UNData_EnergyBalance(1.0),894,B03_OP,B22_09,HSO,1997,-1128.3,N,,0, Oil Products, Energy industries own use,
UNSD:DF_UNData_EnergyBalance(1.0),894,B03_OP,B22_09,HSO,1998,-1285.9,N,,0, Oil Products, Energy industries own use,
UNSD:DF_UNData_EnergyBalance(1.0),894,B03_OP,B22_09,HSO,1999,-620.2,N,,0, Oil Products, Energy industries own use,
UNSD:DF_UNData_EnergyBalance(1.0),894,B03_OP,B22_09,HSO,2000,-291.9,N,,0, Oil Products, Energy industries own use,
UNSD:DF_UNData_EnergyBalance(1.0),894,B03_OP,B22_09,HSO,2001,-687.9,N,,0, Oil Products, Energy industries own use,
UNSD:DF_UNData_EnergyBalance(1.0),894,B03_OP,B22_09,HSO,2002,-786.9,N,,0, Oil Products, Energy industries own use,
UNSD:DF_UNData_EnergyBalance(1.0),894,B03_OP,B22_09,HSO,2003,-786.9,N,,0, Oil Products, Energy industries own use,
UNSD:DF_UNData_EnergyBalance(1.0),894,B03_OP,B22_09,HSO,2004,-885.9,N,,0, Oil Products, Energy industries own use,
UNSD:DF_UNData_EnergyBalance(1.0),894,B03_OP,B22_09,HSO,2005,-786.9,N,,0, Oil Products, Energy industries own use,
UNSD:DF_UNData_EnergyBalance(1.0),894,B03_OP,B22_09,HSO,2006,-638.4,N,,0, Oil Products, Energy industries own use,
UNSD:DF_UNData_EnergyBalance(1.0),894,B03_OP,B22_09,HSO,2007,-445.5,N,,0, Oil Products, Energy industries own use,
UNSD:DF_UNData_EnergyBalance(1.0),894,B03_OP,B22_09,HSO,2008,-495,N,,0, Oil Products, Energy industries own use,
UNSD:DF_UNData_EnergyBalance(1.0),894,B03_OP,B22_09,HSO,2009,-594,N,,0, Oil Products, Energy industries own use,
UNSD:DF_UNData_EnergyBalance(1.0),894,B03_OP,B22_09,HSO,2010,-643.5,N,,0, Oil Products, Energy industries own use,
UNSD:DF_UNData_EnergyBalance(1.0),894,B03_OP,B22_09,HSO,2011,-594,N,,0, Oil Products, Energy industries own use,
UNSD:DF_UNData_EnergyBalance(1.0),894,B03_OP,B22_09,HSO,2012,-643.5,N,,0, Oil Products, Energy industries own use,
UNSD:DF_UNData_EnergyBalance(1.0),894,B03_OP,B22_09,HSO,2013,-643.5,N,,0, Oil Products, Energy industries own use,
UNSD:DF_UNData_EnergyBalance(1.0),894,B03_OP,B22_09,HSO,2014,-693,N,,0, Oil Products, Energy industries own use,
UNSD:DF_UNData_EnergyBalance(1.0),894,B03_OP,B22_09,HSO,2015,-594,N,,0, Oil Products, Energy industries own use,
UNSD:DF_UNData_EnergyBalance(1.0),894,B03_OP,B22_09,HSO,2016,-544.5,N,,0, Oil Products, Energy industries own use,
UNSD:DF_UNData_EnergyBalance(1.0),894,B03_OP,B22_09,HSO,2017,-614.2455,N,,0, Oil Products, Energy industries own use,
UNSD:DF_UNData_EnergyBalance(1.0),894,B03_OP,B22_09,HSO,2018,-640.431,N,,0, Oil Products, Energy industries own use,
UNSD:DF_UNData_EnergyBalance(1.0),894,B03_OP,B22_09,HSO,2019,-693.297,N,,0, Oil Products, Energy industries own use,
UNSD:DF_UNData_EnergyBalance(1.0),894,B03_OP,B22_09,HSO,2020,-362.538,N,,0, Oil Products, Energy industries own use,
UNSD:DF_UNData_EnergyBalance(1.0),894,B03_OP,B24_NA,HSO,1990,19171.6,Y,,0, Oil Products, Final consumption,
UNSD:DF_UNData_EnergyBalance(1.0),894,B03_OP,B24_NA,HSO,1991,19517.5,Y,,0, Oil Products, Final consumption,
UNSD:DF_UNData_EnergyBalance(1.0),894,B03_OP,B24_NA,HSO,1992,19951.6,Y,,0, Oil Products, Final consumption,
UNSD:DF_UNData_EnergyBalance(1.0),894,B03_OP,B24_NA,HSO,1993,19529,Y,,0, Oil Products, Final consumption,
UNSD:DF_UNData_EnergyBalance(1.0),894,B03_OP,B24_NA,HSO,1994,19441.6,Y,,0, Oil Products, Final consumption,
UNSD:DF_UNData_EnergyBalance(1.0),894,B03_OP,B24_NA,HSO,1995,22784.4,Y,,0, Oil Products, Final consumption,
UNSD:DF_UNData_EnergyBalance(1.0),894,B03_OP,B24_NA,HSO,1996,16573.2,Y,,0, Oil Products, Final consumption,
UNSD:DF_UNData_EnergyBalance(1.0),894,B03_OP,B24_NA,HSO,1997,22119.1,Y,,0, Oil Products, Final consumption,
UNSD:DF_UNData_EnergyBalance(1.0),894,B03_OP,B24_NA,HSO,1998,21084,N,,0, Oil Products, Final consumption,
UNSD:DF_UNData_EnergyBalance(1.0),894,B03_OP,B24_NA,HSO,1999,18999.1,N,,0, Oil Products, Final consumption,
UNSD:DF_UNData_EnergyBalance(1.0),894,B03_OP,B24_NA,HSO,2000,19325.7,N,,0, Oil Products, Final consumption,
UNSD:DF_UNData_EnergyBalance(1.0),894,B03_OP,B24_NA,HSO,2001,20159,N,,0, Oil Products, Final consumption,
UNSD:DF_UNData_EnergyBalance(1.0),894,B03_OP,B24_NA,HSO,2002,20850.7,N,,0, Oil Products, Final consumption,
UNSD:DF_UNData_EnergyBalance(1.0),894,B03_OP,B24_NA,HSO,2003,21624.3,N,,0, Oil Products, Final consumption,
UNSD:DF_UNData_EnergyBalance(1.0),894,B03_OP,B24_NA,HSO,2004,22739.5,N,,0, Oil Products, Final consumption,
UNSD:DF_UNData_EnergyBalance(1.0),894,B03_OP,B24_NA,HSO,2005,23770,N,,0, Oil Products, Final consumption,
UNSD:DF_UNData_EnergyBalance(1.0),894,B03_OP,B24_NA,HSO,2006,26099.6,N,,0, Oil Products, Final consumption,
UNSD:DF_UNData_EnergyBalance(1.0),894,B03_OP,B24_NA,HSO,2007,25059.7,N,,0, Oil Products, Final consumption,
UNSD:DF_UNData_EnergyBalance(1.0),894,B03_OP,B24_NA,HSO,2008,28253.2,N,,0, Oil Products, Final consumption,
UNSD:DF_UNData_EnergyBalance(1.0),894,B03_OP,B24_NA,HSO,2009,30602,N,,0, Oil Products, Final consumption,
UNSD:DF_UNData_EnergyBalance(1.0),894,B03_OP,B24_NA,HSO,2010,31968.6,N,,0, Oil Products, Final consumption,
UNSD:DF_UNData_EnergyBalance(1.0),894,B03_OP,B24_NA,HSO,2011,37215.2,N,,0, Oil Products, Final consumption,
UNSD:DF_UNData_EnergyBalance(1.0),894,B03_OP,B24_NA,HSO,2012,44996.6,N,,0, Oil Products, Final consumption,
UNSD:DF_UNData_EnergyBalance(1.0),894,B03_OP,B24_NA,HSO,2013,45998.3,N,,0, Oil Products, Final consumption,
UNSD:DF_UNData_EnergyBalance(1.0),894,B03_OP,B24_NA,HSO,2014,48188.3,N,,0, Oil Products, Final consumption,
UNSD:DF_UNData_EnergyBalance(1.0),894,B03_OP,B24_NA,HSO,2015,52035.74,N,,0, Oil Products, Final consumption,
UNSD:DF_UNData_EnergyBalance(1.0),894,B03_OP,B24_NA,HSO,2016,54972.9966,N,,0, Oil Products, Final consumption,
UNSD:DF_UNData_EnergyBalance(1.0),894,B03_OP,B24_NA,HSO,2017,51635.4849,N,,0, Oil Products, Final consumption,
UNSD:DF_UNData_EnergyBalance(1.0),894,B03_OP,B24_NA,HSO,2018,45561.7982,Y,,0, Oil Products, Final consumption,
UNSD:DF_UNData_EnergyBalance(1.0),894,B03_OP,B24_NA,HSO,2019,48881.2161,N,,0, Oil Products, Final consumption,
UNSD:DF_UNData_EnergyBalance(1.0),894,B03_OP,B24_NA,HSO,2020,56280.5442,N,,0, Oil Products, Final consumption,
UNSD:DF_UNData_EnergyBalance(1.0),894,B03_OP,B25_FEC,HSO,1990,18206.8,Y,,0, Oil Products, Final Energy Consumption,
UNSD:DF_UNData_EnergyBalance(1.0),894,B03_OP,B25_FEC,HSO,1991,18552.7,Y,,0, Oil Products, Final Energy Consumption,
UNSD:DF_UNData_EnergyBalance(1.0),894,B03_OP,B25_FEC,HSO,1992,19027,Y,,0, Oil Products, Final Energy Consumption,
UNSD:DF_UNData_EnergyBalance(1.0),894,B03_OP,B25_FEC,HSO,1993,18725,Y,,0, Oil Products, Final Energy Consumption,
UNSD:DF_UNData_EnergyBalance(1.0),894,B03_OP,B25_FEC,HSO,1994,18637.6,Y,,0, Oil Products, Final Energy Consumption,
UNSD:DF_UNData_EnergyBalance(1.0),894,B03_OP,B25_FEC,HSO,1995,21658.8,Y,,0, Oil Products, Final Energy Consumption,
UNSD:DF_UNData_EnergyBalance(1.0),894,B03_OP,B25_FEC,HSO,1996,15447.6,Y,,0, Oil Products, Final Energy Consumption,
UNSD:DF_UNData_EnergyBalance(1.0),894,B03_OP,B25_FEC,HSO,1997,20993.5,Y,,0, Oil Products, Final Energy Consumption,
UNSD:DF_UNData_EnergyBalance(1.0),894,B03_OP,B25_FEC,HSO,1998,19878,N,,0, Oil Products, Final Energy Consumption,
UNSD:DF_UNData_EnergyBalance(1.0),894,B03_OP,B25_FEC,HSO,1999,17752.9,N,,0, Oil Products, Final Energy Consumption,
UNSD:DF_UNData_EnergyBalance(1.0),894,B03_OP,B25_FEC,HSO,2000,18039.3,N,,0, Oil Products, Final Energy Consumption,
UNSD:DF_UNData_EnergyBalance(1.0),894,B03_OP,B25_FEC,HSO,2001,18953,N,,0, Oil Products, Final Energy Consumption,
UNSD:DF_UNData_EnergyBalance(1.0),894,B03_OP,B25_FEC,HSO,2002,19604.5,N,,0, Oil Products, Final Energy Consumption,
UNSD:DF_UNData_EnergyBalance(1.0),894,B03_OP,B25_FEC,HSO,2003,20378.1,N,,0, Oil Products, Final Energy Consumption,
UNSD:DF_UNData_EnergyBalance(1.0),894,B03_OP,B25_FEC,HSO,2004,21453.1,N,,0, Oil Products, Final Energy Consumption,
UNSD:DF_UNData_EnergyBalance(1.0),894,B03_OP,B25_FEC,HSO,2005,22443.4,N,,0, Oil Products, Final Energy Consumption,
UNSD:DF_UNData_EnergyBalance(1.0),894,B03_OP,B25_FEC,HSO,2006,24491.6,N,,0, Oil Products, Final Energy Consumption,
UNSD:DF_UNData_EnergyBalance(1.0),894,B03_OP,B25_FEC,HSO,2007,23331.1,N,,0, Oil Products, Final Energy Consumption,
UNSD:DF_UNData_EnergyBalance(1.0),894,B03_OP,B25_FEC,HSO,2008,26404,N,,0, Oil Products, Final Energy Consumption,
UNSD:DF_UNData_EnergyBalance(1.0),894,B03_OP,B25_FEC,HSO,2009,28592,N,,0, Oil Products, Final Energy Consumption,
UNSD:DF_UNData_EnergyBalance(1.0),894,B03_OP,B25_FEC,HSO,2010,29717.4,N,,0, Oil Products, Final Energy Consumption,
UNSD:DF_UNData_EnergyBalance(1.0),894,B03_OP,B25_FEC,HSO,2011,34843.4,N,,0, Oil Products, Final Energy Consumption,
UNSD:DF_UNData_EnergyBalance(1.0),894,B03_OP,B25_FEC,HSO,2012,42464,N,,0, Oil Products, Final Energy Consumption,
UNSD:DF_UNData_EnergyBalance(1.0),894,B03_OP,B25_FEC,HSO,2013,43304.9,N,,0, Oil Products, Final Energy Consumption,
UNSD:DF_UNData_EnergyBalance(1.0),894,B03_OP,B25_FEC,HSO,2014,45575.3,N,,0, Oil Products, Final Energy Consumption,
UNSD:DF_UNData_EnergyBalance(1.0),894,B03_OP,B25_FEC,HSO,2015,49382.54,N,,0, Oil Products, Final Energy Consumption,
UNSD:DF_UNData_EnergyBalance(1.0),894,B03_OP,B25_FEC,HSO,2016,52239.3966,N,,0, Oil Products, Final Energy Consumption,
UNSD:DF_UNData_EnergyBalance(1.0),894,B03_OP,B25_FEC,HSO,2017,48806.1687,N,,0, Oil Products, Final Energy Consumption,
UNSD:DF_UNData_EnergyBalance(1.0),894,B03_OP,B25_FEC,HSO,2018,42618.2738,Y,,0, Oil Products, Final Energy Consumption,
UNSD:DF_UNData_EnergyBalance(1.0),894,B03_OP,B25_FEC,HSO,2019,45887.4819,N,,0, Oil Products, Final Energy Consumption,
UNSD:DF_UNData_EnergyBalance(1.0),894,B03_OP,B25_FEC,HSO,2020,53377.7826,N,,0, Oil Products, Final Energy Consumption,
UNSD:DF_UNData_EnergyBalance(1.0),894,B03_OP,B26_121,HSO,1990,6689,Y,,0, Oil Products," Manufacturing, construction and non-fuel mining industries",
UNSD:DF_UNData_EnergyBalance(1.0),894,B03_OP,B26_121,HSO,1991,6984.8,Y,,0, Oil Products," Manufacturing, construction and non-fuel mining industries",
UNSD:DF_UNData_EnergyBalance(1.0),894,B03_OP,B26_121,HSO,1992,6984.8,Y,,0, Oil Products," Manufacturing, construction and non-fuel mining industries",
UNSD:DF_UNData_EnergyBalance(1.0),894,B03_OP,B26_121,HSO,1993,6810.2,Y,,0, Oil Products," Manufacturing, construction and non-fuel mining industries",
UNSD:DF_UNData_EnergyBalance(1.0),894,B03_OP,B26_121,HSO,1994,6904,Y,,0, Oil Products," Manufacturing, construction and non-fuel mining industries",
UNSD:DF_UNData_EnergyBalance(1.0),894,B03_OP,B26_121,HSO,1995,7569,Y,,0, Oil Products," Manufacturing, construction and non-fuel mining industries",
UNSD:DF_UNData_EnergyBalance(1.0),894,B03_OP,B26_121,HSO,1996,4640.6,Y,,0, Oil Products," Manufacturing, construction and non-fuel mining industries",
UNSD:DF_UNData_EnergyBalance(1.0),894,B03_OP,B26_121,HSO,1997,7414.5,Y,,0, Oil Products," Manufacturing, construction and non-fuel mining industries",
UNSD:DF_UNData_EnergyBalance(1.0),894,B03_OP,B26_121,HSO,1998,7132.5,N,,0, Oil Products," Manufacturing, construction and non-fuel mining industries",
UNSD:DF_UNData_EnergyBalance(1.0),894,B03_OP,B26_121,HSO,1999,5975.4,N,,0, Oil Products," Manufacturing, construction and non-fuel mining industries",
UNSD:DF_UNData_EnergyBalance(1.0),894,B03_OP,B26_121,HSO,2000,5480.3,N,,0, Oil Products," Manufacturing, construction and non-fuel mining industries",
UNSD:DF_UNData_EnergyBalance(1.0),894,B03_OP,B26_121,HSO,2001,5827.7,N,,0, Oil Products," Manufacturing, construction and non-fuel mining industries",
UNSD:DF_UNData_EnergyBalance(1.0),894,B03_OP,B26_121,HSO,2002,5954.1,N,,0, Oil Products," Manufacturing, construction and non-fuel mining industries",
UNSD:DF_UNData_EnergyBalance(1.0),894,B03_OP,B26_121,HSO,2003,6378,N,,0, Oil Products," Manufacturing, construction and non-fuel mining industries",
UNSD:DF_UNData_EnergyBalance(1.0),894,B03_OP,B26_121,HSO,2004,6714.2,N,,0, Oil Products," Manufacturing, construction and non-fuel mining industries",
UNSD:DF_UNData_EnergyBalance(1.0),894,B03_OP,B26_121,HSO,2005,7050.4,N,,0, Oil Products," Manufacturing, construction and non-fuel mining industries",
UNSD:DF_UNData_EnergyBalance(1.0),894,B03_OP,B26_121,HSO,2006,7588.2,N,,0, Oil Products," Manufacturing, construction and non-fuel mining industries",
UNSD:DF_UNData_EnergyBalance(1.0),894,B03_OP,B26_121,HSO,2007,8434.9,N,,0, Oil Products," Manufacturing, construction and non-fuel mining industries",
UNSD:DF_UNData_EnergyBalance(1.0),894,B03_OP,B26_121,HSO,2008,9813,N,,0, Oil Products," Manufacturing, construction and non-fuel mining industries",
UNSD:DF_UNData_EnergyBalance(1.0),894,B03_OP,B26_121,HSO,2009,9956.8,N,,0, Oil Products," Manufacturing, construction and non-fuel mining industries",
UNSD:DF_UNData_EnergyBalance(1.0),894,B03_OP,B26_121,HSO,2010,9559.3,N,,0, Oil Products," Manufacturing, construction and non-fuel mining industries",
UNSD:DF_UNData_EnergyBalance(1.0),894,B03_OP,B26_121,HSO,2011,13074.9,N,,0, Oil Products," Manufacturing, construction and non-fuel mining industries",
UNSD:DF_UNData_EnergyBalance(1.0),894,B03_OP,B26_121,HSO,2012,16366.7,N,,0, Oil Products," Manufacturing, construction and non-fuel mining industries",
UNSD:DF_UNData_EnergyBalance(1.0),894,B03_OP,B26_121,HSO,2013,14533,N,,0, Oil Products," Manufacturing, construction and non-fuel mining industries",
UNSD:DF_UNData_EnergyBalance(1.0),894,B03_OP,B26_121,HSO,2014,15038.9,N,,0, Oil Products," Manufacturing, construction and non-fuel mining industries",
UNSD:DF_UNData_EnergyBalance(1.0),894,B03_OP,B26_121,HSO,2015,15570.2,N,,0, Oil Products," Manufacturing, construction and non-fuel mining industries",
UNSD:DF_UNData_EnergyBalance(1.0),894,B03_OP,B26_121,HSO,2016,15359,N,,0, Oil Products," Manufacturing, construction and non-fuel mining industries",
UNSD:DF_UNData_EnergyBalance(1.0),894,B03_OP,B26_121,HSO,2017,16257.9,N,,0, Oil Products," Manufacturing, construction and non-fuel mining industries",
UNSD:DF_UNData_EnergyBalance(1.0),894,B03_OP,B26_121,HSO,2018,14199.3,N,,0, Oil Products," Manufacturing, construction and non-fuel mining industries",
UNSD:DF_UNData_EnergyBalance(1.0),894,B03_OP,B26_121,HSO,2019,7296.1283,N,,0, Oil Products," Manufacturing, construction and non-fuel mining industries",
UNSD:DF_UNData_EnergyBalance(1.0),894,B03_OP,B26_121,HSO,2020,11846.1635,N,,0, Oil Products," Manufacturing, construction and non-fuel mining industries",
UNSD:DF_UNData_EnergyBalance(1.0),894,B03_OP,B29_1214a,HSO,1990,3636,Y,,0, Oil Products, Non-ferrous metals,
UNSD:DF_UNData_EnergyBalance(1.0),894,B03_OP,B29_1214a,HSO,1991,3716.8,Y,,0, Oil Products, Non-ferrous metals,
UNSD:DF_UNData_EnergyBalance(1.0),894,B03_OP,B29_1214a,HSO,1992,3716.8,Y,,0, Oil Products, Non-ferrous metals,
UNSD:DF_UNData_EnergyBalance(1.0),894,B03_OP,B29_1214a,HSO,1993,3757.2,Y,,0, Oil Products, Non-ferrous metals,
UNSD:DF_UNData_EnergyBalance(1.0),894,B03_OP,B29_1214a,HSO,1994,3636,Y,,0, Oil Products, Non-ferrous metals,
UNSD:DF_UNData_EnergyBalance(1.0),894,B03_OP,B29_1214a,HSO,1995,3232,Y,,0, Oil Products, Non-ferrous metals,
UNSD:DF_UNData_EnergyBalance(1.0),894,B03_OP,B29_1214a,HSO,1996,1656.4,Y,,0, Oil Products, Non-ferrous metals,
UNSD:DF_UNData_EnergyBalance(1.0),894,B03_OP,B29_1214a,HSO,1997,3353.2,Y,,0, Oil Products, Non-ferrous metals,
UNSD:DF_UNData_EnergyBalance(1.0),894,B03_OP,B29_1214a,HSO,1998,3191.6,N,,0, Oil Products, Non-ferrous metals,
UNSD:DF_UNData_EnergyBalance(1.0),894,B03_OP,B29_1214a,HSO,1999,2383.6,N,,0, Oil Products, Non-ferrous metals,
UNSD:DF_UNData_EnergyBalance(1.0),894,B03_OP,B29_1214a,HSO,2000,1858.4,N,,0, Oil Products, Non-ferrous metals,
UNSD:DF_UNData_EnergyBalance(1.0),894,B03_OP,B29_1214a,HSO,2001,1939.2,N,,0, Oil Products, Non-ferrous metals,
UNSD:DF_UNData_EnergyBalance(1.0),894,B03_OP,B29_1214a,HSO,2002,1979.6,N,,0, Oil Products, Non-ferrous metals,
UNSD:DF_UNData_EnergyBalance(1.0),894,B03_OP,B29_1214a,HSO,2003,2141.2,N,,0, Oil Products, Non-ferrous metals,
UNSD:DF_UNData_EnergyBalance(1.0),894,B03_OP,B29_1214a,HSO,2004,2262.4,N,,0, Oil Products, Non-ferrous metals,
UNSD:DF_UNData_EnergyBalance(1.0),894,B03_OP,B29_1214a,HSO,2005,2383.6,N,,0, Oil Products, Non-ferrous metals,
UNSD:DF_UNData_EnergyBalance(1.0),894,B03_OP,B29_1214a,HSO,2006,2710.7,N,,0, Oil Products, Non-ferrous metals,
UNSD:DF_UNData_EnergyBalance(1.0),894,B03_OP,B29_1214a,HSO,2007,1821.9,N,,0, Oil Products, Non-ferrous metals,
UNSD:DF_UNData_EnergyBalance(1.0),894,B03_OP,B29_1214a,HSO,2008,1983.5,N,,0, Oil Products, Non-ferrous metals,
UNSD:DF_UNData_EnergyBalance(1.0),894,B03_OP,B29_1214a,HSO,2009,2347.1,N,,0, Oil Products, Non-ferrous metals,
UNSD:DF_UNData_EnergyBalance(1.0),894,B03_OP,B29_1214a,HSO,2010,1821.9,N,,0, Oil Products, Non-ferrous metals,
UNSD:DF_UNData_EnergyBalance(1.0),894,B03_OP,B29_1214a,HSO,2011,1781.5,N,,0, Oil Products, Non-ferrous metals,
UNSD:DF_UNData_EnergyBalance(1.0),894,B03_OP,B29_1214a,HSO,2012,2427.9,N,,0, Oil Products, Non-ferrous metals,
UNSD:DF_UNData_EnergyBalance(1.0),894,B03_OP,B29_1214a,HSO,2013,1987.4,N,,0, Oil Products, Non-ferrous metals,
UNSD:DF_UNData_EnergyBalance(1.0),894,B03_OP,B29_1214a,HSO,2014,1462.2,N,,0, Oil Products, Non-ferrous metals,
UNSD:DF_UNData_EnergyBalance(1.0),894,B03_OP,B29_1214a,HSO,2015,1696.8,N,,0, Oil Products, Non-ferrous metals,
UNSD:DF_UNData_EnergyBalance(1.0),894,B03_OP,B29_1214a,HSO,2016,848.4,N,,0, Oil Products, Non-ferrous metals,
UNSD:DF_UNData_EnergyBalance(1.0),894,B03_OP,B29_1214a,HSO,2017,1135.1,N,,0, Oil Products, Non-ferrous metals,
UNSD:DF_UNData_EnergyBalance(1.0),894,B03_OP,B29_1214a,HSO,2018,1013.9,N,,0, Oil Products, Non-ferrous metals,
UNSD:DF_UNData_EnergyBalance(1.0),894,B03_OP,B29_1214a,HSO,2019,1191.1311,N,,0, Oil Products, Non-ferrous metals,
UNSD:DF_UNData_EnergyBalance(1.0),894,B03_OP,B29_1214a,HSO,2020,485.2703,Y,,0, Oil Products, Non-ferrous metals,
UNSD:DF_UNData_EnergyBalance(1.0),894,B03_OP,B33_1214e,HSO,2006,3530.3,N,,0, Oil Products, Mining and quarrying,
UNSD:DF_UNData_EnergyBalance(1.0),894,B03_OP,B33_1214e,HSO,2007,4386,N,,0, Oil Products, Mining and quarrying,
UNSD:DF_UNData_EnergyBalance(1.0),894,B03_OP,B33_1214e,HSO,2008,5848.8,N,,0, Oil Products, Mining and quarrying,
UNSD:DF_UNData_EnergyBalance(1.0),894,B03_OP,B33_1214e,HSO,2009,6063,N,,0, Oil Products, Mining and quarrying,
UNSD:DF_UNData_EnergyBalance(1.0),894,B03_OP,B33_1214e,HSO,2010,6450,N,,0, Oil Products, Mining and quarrying,
UNSD:DF_UNData_EnergyBalance(1.0),894,B03_OP,B33_1214e,HSO,2011,9374,N,,0, Oil Products, Mining and quarrying,
UNSD:DF_UNData_EnergyBalance(1.0),894,B03_OP,B33_1214e,HSO,2012,11533.4,N,,0, Oil Products, Mining and quarrying,
UNSD:DF_UNData_EnergyBalance(1.0),894,B03_OP,B33_1214e,HSO,2013,10449,N,,0, Oil Products, Mining and quarrying,
UNSD:DF_UNData_EnergyBalance(1.0),894,B03_OP,B33_1214e,HSO,2014,10754.3,N,,0, Oil Products, Mining and quarrying,
UNSD:DF_UNData_EnergyBalance(1.0),894,B03_OP,B33_1214e,HSO,2015,11008,N,,0, Oil Products, Mining and quarrying,
UNSD:DF_UNData_EnergyBalance(1.0),894,B03_OP,B33_1214e,HSO,2016,11438,N,,0, Oil Products, Mining and quarrying,
UNSD:DF_UNData_EnergyBalance(1.0),894,B03_OP,B33_1214e,HSO,2017,12095.9,N,,0, Oil Products, Mining and quarrying,
UNSD:DF_UNData_EnergyBalance(1.0),894,B03_OP,B33_1214e,HSO,2018,10793,N,,0, Oil Products, Mining and quarrying,
UNSD:DF_UNData_EnergyBalance(1.0),894,B03_OP,B33_1214e,HSO,2019,2689.693,N,,0, Oil Products, Mining and quarrying,
UNSD:DF_UNData_EnergyBalance(1.0),894,B03_OP,B33_1214e,HSO,2020,8303.988,N,,0, Oil Products, Mining and quarrying,
UNSD:DF_UNData_EnergyBalance(1.0),894,B03_OP,B38_1214i,HSO,2006,516,N,,0, Oil Products, Construction,
UNSD:DF_UNData_EnergyBalance(1.0),894,B03_OP,B38_1214i,HSO,2007,516,N,,0, Oil Products, Construction,
UNSD:DF_UNData_EnergyBalance(1.0),894,B03_OP,B38_1214i,HSO,2008,731,N,,0, Oil Products, Construction,
UNSD:DF_UNData_EnergyBalance(1.0),894,B03_OP,B38_1214i,HSO,2009,860,N,,0, Oil Products, Construction,
UNSD:DF_UNData_EnergyBalance(1.0),894,B03_OP,B38_1214i,HSO,2010,731,N,,0, Oil Products, Construction,
UNSD:DF_UNData_EnergyBalance(1.0),894,B03_OP,B38_1214i,HSO,2011,989,N,,0, Oil Products, Construction,
UNSD:DF_UNData_EnergyBalance(1.0),894,B03_OP,B38_1214i,HSO,2012,1204,N,,0, Oil Products, Construction,
UNSD:DF_UNData_EnergyBalance(1.0),894,B03_OP,B38_1214i,HSO,2013,1419,N,,0, Oil Products, Construction,
UNSD:DF_UNData_EnergyBalance(1.0),894,B03_OP,B38_1214i,HSO,2014,2107,N,,0, Oil Products, Construction,
UNSD:DF_UNData_EnergyBalance(1.0),894,B03_OP,B38_1214i,HSO,2015,2150,N,,0, Oil Products, Construction,
UNSD:DF_UNData_EnergyBalance(1.0),894,B03_OP,B38_1214i,HSO,2016,2236,N,,0, Oil Products, Construction,
UNSD:DF_UNData_EnergyBalance(1.0),894,B03_OP,B38_1214i,HSO,2017,1419,N,,0, Oil Products, Construction,
UNSD:DF_UNData_EnergyBalance(1.0),894,B03_OP,B38_1214i,HSO,2018,1419,N,,0, Oil Products, Construction,
UNSD:DF_UNData_EnergyBalance(1.0),894,B03_OP,B38_1214i,HSO,2019,1777.147,N,,0, Oil Products, Construction,
UNSD:DF_UNData_EnergyBalance(1.0),894,B03_OP,B38_1214i,HSO,2020,1580.293,N,,0, Oil Products, Construction,
UNSD:DF_UNData_EnergyBalance(1.0),894,B03_OP,B39_1214o,HSO,1990,3053,Y,,0, Oil Products, Industry consumption not elsewhere specified,
UNSD:DF_UNData_EnergyBalance(1.0),894,B03_OP,B39_1214o,HSO,1991,3268,Y,,0, Oil Products, Industry consumption not elsewhere specified,
